A,,01,,,,,,,,,,,,
Q92,,,,,,,,,,,,,,
Q93,,,,,,,,,,,,,,
Q94,,,,,,,,,,,,,,
Q95,,,,,,,,,,,,,,
Q96,,,,,,,,,,,,,,
Q99,,,,,,,,,,,,,,
R,,,,,,,,,,,,,,
R00/09,,,,,,,,,,,,,,
R00,,,,,,,,,,,,,,
R01,,,,,,,,,,,,,,
R02,,,,,,,,,,,,,,
R04,,,,,,,,,,,,,,
R06,,,,,,,,,,,,,,
R07,,35.240.60,,,,,,,,,,,,
R08,,,,,,,,,,,,,,
R09,,,,,,,,,,,,,,
R10/19,,,,,,,,,,,,,,
R10,,03.220.20,,,,,,,,,,,,
R11,,,,,,,,,,,,,,
R12,,,,,,,,,,,,,,
R13,,,,,,,,,,,,,,
R14,,,,,,,,,,,,,,
R15,,,,,,,,,,,,,,
R16,,,,,,,,,,,,,,
R17,,,,,,,,,,,,,,
R18,,,,,,,,,,,,,,
R19,,,,,,,,,,,,,,
R20/29,,03.220.40,,,,,,,,,,,,
R20,,,,,,,,,,,,,,
R21,,,,,,,,,,,,,,
R22,,,,,,,,,,,,,,
R24,,,,,,,,,,,,,,
R25,,,,,,,,,,,,,,
R26,,,,,,,,,,,,,,
R27,,,,,,,,,,,,,,
R28,,,,,,,,,,,,,,
R29,,,,,,,,,,,,,,
R30/39,,,,,,,,,,,,,,
R30,,,,,,,,,,,,,,
R31,,,,,,,,,,,,,,
R32,,,,,,,,,,,,,,
R33,,,,,,,,,,,,,,
R34,,,,,,,,,,,,,,
R40/49,,,,,,,,,,,,,,
R40,,,,,,,,,,,,,,
R41,,,,,,,,,,,,,,
R42,,,,,,,,,,,,,,
R43,,,,,,,,,,,,,,
R44,,,,,,,,,,,,,,
R45,,,,,,,,,,,,,,
R46,,,,,,,,,,,,,,
R50/59,,,,,,,,,,,,,,
R50,,,,,,,,,,,,,,
R51,,,,,,,,,,,,,,
R52,,,,,,,,,,,,,,
R53,,,,,,,,,,,,,,
R54,,,,,,,,,,,,,,
R55,,,,,,,,,,,,,,
R56,,,,,,,,,,,,,,
R60/69,,,,,,,,,,,,,,
R60,,,,,,,,,,,,,,
R61,,,,,,,,,,,,,,
R62,,,,,,,,,,,,,,
R63,,,,,,,,,,,,,,
R64,,,,,,,,,,,,,,
R80/89,,,,,,,,,,,,,,
R80,,,,,,,,,,,,,,
R81,,,,,,,,,,,,,,
R82,,,,,,,,,,,,,,
R84,,,,,,,,,,,,,,
R85,,,,,,,,,,,,,,
R86,,,,,,,,,,,,,,
R87,,,,,,,,,,,,,,
S,,45,,,,,,,,,,,,
S00/09,,45.020,,,,,,,,,,,,
S00,,,,,,,,,,,,,,
S01,,,,,,,,,,,,,,
S02,,,,,,,,,,,,,,
S04,,01.040.45,,,,,,,,,,,,
S05,,45.040,,,,,,,,,,,,
S06,,,,,,,,,,,,,,
S07,,,,,,,,,,,,,,
S09,,,,,,,,,,,,,,
S10/29,,,,,,,,,,,,,,
S10,,,,,,,,,,,,,,
S11,,45.080,,,,,,,,,,,,
S12,,,,,,,,,,,,,,
S13,,45.100,45.120,,,,,,,,,,,
S14,,,,,,,,,,,,,,
S16,,,,,,,,,,,,,,
S17,,,,,,,,,,,,,,
S19,,,,,,,,,,,,,,
S20,,,,,,,,,,,,,,
S21,,,,,,,,,,,,,,
S22,,,,,,,,,,,,,,
S23,,,,,,,,,,,,,,
S24,,,,,,,,,,,,,,
S30/39,,45.060,,,,,,,,,,,,
S30,,45.060.01,,,,,,,,,,,,
S31,,,,,,,,,,,,,,
S32,,,,,,,,,,,,,,
S33,,,,,,,,,,,,,,
S34,,,,,,,,,,,,,,
S35,,,,,,,,,,,,,,
S38,,,,,,,,,,,,,,
S39,,,,,,,,,,,,,,
S40/49,,45.060.10,,,,,,,,,,,,
S40,,,,,,,,,,,,,,
S41,,,,,,,,,,,,,,
S42,,,,,,,,,,,,,,
S43,,,,,,,,,,,,,,
S45,,,,,,,,,,,,,,
S46,,,,,,,,,,,,,,
S49,,,,,,,,,,,,,,
S50/59,,45.060.20,,,,,,,,,,,,
S50,,,,,,,,,,,,,,
S51,,,,,,,,,,,,,,
S52,,,,,,,,,,,,,,
S53,,,,,,,,,,,,,,
S55,,,,,,,,,,,,,,
S56,,,,,,,,,,,,,,
S60/69,,,,,,,,,,,,,,
S60,,,,,,,,,,,,,,
S61,,,,,,,,,,,,,,
S62,,,,,,,,,,,,,,
S63,,,,,,,,,,,,,,
S64,,,,,,,,,,,,,,
S65,,,,,,,,,,,,,,
S68,,,,,,,,,,,,,,
S69,,,,,,,,,,,,,,
S70/79,,,,,,,,,,,,,,
S70,,,,,,,,,,,,,,
S71,,,,,,,,,,,,,,
S72,,,,,,,,,,,,,,
S73,,,,,,,,,,,,,,
S78,,,,,,,,,,,,,,
S79,,,,,,,,,,,,,,
S80/84,,,,,,,,,,,,,,
S80,,,,,,,,,,,,,,
S81,,,,,,,,,,,,,,
S82,,,,,,,,,,,,,,
S83,,,,,,,,,,,,,,
S84,,,,,,,,,,,,,,
S90/99,,,,,,,,,,,,,,
S90,,03.220.30,,,,,,,,,,,,
S91,,,,,,,,,,,,,,
S92,,,,,,,,,,,,,,
S93,,,,,,,,,,,,,,
S94,,,,,,,,,,,,,,
S97,,,,,,,,,,,,,,
S98,,,,,,,,,,,,,,
S99,,,,,,,,,,,,,,
T,,43,,,,,,,,,,,,
T00/09,,43.020,,,,,,,,,,,,
T00,,,,,,,,,,,,,,
T01,,,,,,,,,,,,,,
T02,,,,,,,,,,,,,,
T04,,01.040.43,43.040,43.040.01,43.180,,,,,,,,,
T05,,43.040.99,,,,,,,,,,,,
T06,,,,,,,,,,,,,,
T07,,,,,,,,,,,,,,
T08,,,,,,,,,,,,,,
T09,,,,,,,,,,,,,,
T10/19,,43.060,,,,,,,,,,,,
T10,,43.060.01,,,,,,,,,,,,
T11,,43.060.99,43.060.50,,,,,,,,,,,
T12,,43.060.10,,,,,,,,,,,,
T13,,43.060.20,,,,,,,,,,,,
T14,,43.060.30,43.060.40,,,,,,,,,,,
T20/29,,43.040.60,,,,,,,,,,,,
T20,,,,,,,,,,,,,,
T21,,43.040.50,43.040.70,,,,,,,,,,,
T22,,,,,,,,,,,,,,
T23,,43.040.30,,,,,,,,,,,,
T24,,43.040.40,,,,,,,,,,,,
T25,,,,,,,,,,,,,,
T26,,,,,,,,,,,,,,
T27,,,,,,,,,,,,,,
T28,,,,,,,,,,,,,,
T30/34,,,,,,,,,,,,,,
T30,,,,,,,,,,,,,,
T31,,,,,,,,,,,,,,
T32,,,,,,,,,,,,,,
T33,,,,,,,,,,,,,,
T34,,,,,,,,,,,,,,
T35/39,,,,,,,,,,,,,,
T35,,,,,,,,,,,,,,
T36,,43.040.10,,,,,,,,,,,,
T37,,,,,,,,,,,,,,
T38,,43.040.20,,,,,,,,,,,,
T39,,,,,,,,,,,,,,
T40/49,,43.080,,,,,,,,,,,,
T40,,43.080.01,,,,,,,,,,,,
T41,,,,,,,,,,,,,,
T42,,43.080.20,43.100,,,,,,,,,,,
T43,,43.080.10,,,,,,,,,,,,
T44,,,,,,,,,,,,,,
T45,,,,,,,,,,,,,,
T46,,,,,,,,,,,,,,
T47,,43.120,43.080.99,,,,,,,,,,,
T50/59,,43.160,53.060,,,,,,,,,,,
T50,,,,,,,,,,,,,,
T51,,,,,,,,,,,,,,
T52,,,,,,,,,,,,,,
T53,,,,,,,,,,,,,,
T54,,,,,,,,,,,,,,
T55,,,,,,,,,,,,,,
T56,,,,,,,,,,,,,,
T57,,,,,,,,,,,,,,
T58,,,,,,,,,,,,,,
T59,,,,,,,,,,,,,,
T60/69,,65.060.10,,,,,,,,,,,,
T60,,,,,,,,,,,,,,
T61,,,,,,,,,,,,,,
T62,,,,,,,,,,,,,,
T63,,,,,,,,,,,,,,
T64,,,,,,,,,,,,,,
T65,,,,,,,,,,,,,,
T66,,,,,,,,,,,,,,
T67,,,,,,,,,,,,,,
T68,,,,,,,,,,,,,,
T69,,,,,,,,,,,,,,
T70/79,,,,,,,,,,,,,,
T70,,,,,,,,,,,,,,
T71,,,,,,,,,,,,,,
T72,,,,,,,,,,,,,,
T73,,,,,,,,,,,,,,
T74,,,,,,,,,,,,,,
T75,,23.020.20,,,,,,,,,,,,
T76,,,,,,,,,,,,,,
T80/89,,43.140,,,,,,,,,,,,
T80,,,,,,,,,,,,,,
T81,,,,,,,,,,,,,,
T82,,,,,,,,,,,,,,
T83,,,,,,,,,,,,,,
T84,,,,,,,,,,,,,,
T85,,,,,,,,,,,,,,
T90/99,,,,,,,,,,,,,,
T90,,,,,,,,,,,,,,
T91,,,,,,,,,,,,,,
T92,,,,,,,,,,,,,,
T93,,,,,,,,,,,,,,
T99,,53.120,97.130.30,,,,,,,,,,,
U,,47,,,,,,,,,,,,
U00/09,,47.020,,,,,,,,,,,,
U00,,,,,,,,,,,,,,
U01,,,,,,,,,,,,,,
U02,,,,,,,,,,,,,,
U04,,01.040.47,47.020.01,,,,,,,,,,,
U05,,47.020.05,,,,,,,,,,,,
U06,,,,,,,,,,,,,,
U07,,,,,,,,,,,,,,
U08,,,,,,,,,,,,,,
U09,,,,,,,,,,,,,,
U10/19,,47.020.10,47.020.99,,,,,,,,,,,
U10,,,,,,,,,,,,,,
U11,,,,,,,,,,,,,,
U12,,47.020.50,47.020.80,47.020.85,,,,,,,,,,
U13,,47.040,,,,,,,,,,,,
U14,,47.060,,,,,,,,,,,,
U15,,,,,,,,,,,,,,
U16,,,,,,,,,,,,,,
U17,,,,,,,,,,,,,,
U18,,47.080,,,,,,,,,,,,
U20/29,,,,,,,,,,,,,,
U20,,,,,,,,,,,,,,
U21,,,,,,,,,,,,,,
U22,,,,,,,,,,,,,,
U23,,,,,,,,,,,,,,
U24,,47.020.40,,,,,,,,,,,,
U25,,,,,,,,,,,,,,
U26,,,,,,,,,,,,,,
U27,,,,,,,,,,,,,,
U28,,,,,,,,,,,,,,
U30/39,,,,,,,,,,,,,,
U30,,,,,,,,,,,,,,
U31,,,,,,,,,,,,,,
U32,,,,,,,,,,,,,,
U33,,,,,,,,,,,,,,
U34,,,,,,,,,,,,,,
U35,,,,,,,,,,,,,,
U37,,,,,,,,,,,,,,
U40/49,,47.020.20,,,,,,,,,,,,
U40,,,,,,,,,,,,,,
U41,,,,,,,,,,,,,,
U42,,,,,,,,,,,,,,
U43,,,,,,,,,,,,,,
U44,,,,,,,,,,,,,,
U46,,,,,,,,,,,,,,
U47,,,,,,,,,,,,,,
U48,,,,,,,,,,,,,,
U50/59,,47.020.30,,,,,,,,,,,,
U50,,,,,,,,,,,,,,
U52,,,,,,,,,,,,,,
U53,,,,,,,,,,,,,,
U54,,47.020.90,,,,,,,,,,,,
U55,,,,,,,,,,,,,,
U56,,,,,,,,,,,,,,
U57,,,,,,,,,,,,,,
U60/69,,,,,,,,,,,,,,
U60,,,,,,,,,,,,,,
U61,,47.020.60,,,,,,,,,,,,
U62,,,,,,,,,,,,,,
U63,,,,,,,,,,,,,,
U65,,47.020.70,,,,,,,,,,,,
U66,,,,,,,,,,,,,,
U67,,,,,,,,,,,,,,
U68,,,,,,,,,,,,,,
U69,,,,,,,,,,,,,,
U80/89,,,,,,,,,,,,,,
U80,,,,,,,,,,,,,,
U81,,,,,,,,,,,,,,
U82,,,,,,,,,,,,,,
U83,,,,,,,,,,,,,,
U84,,,,,,,,,,,,,,
U90/99,,,,,,,,,,,,,,
U90,,,,,,,,,,,,,,
U91,,,,,,,,,,,,,,
U92,,,,,,,,,,,,,,
U93,,,,,,,,,,,,,,
U99,,,,,,,,,,,,,,
V,,49,,,,,,,,,,,,
V00/09,,49.020,,,,,,,,,,,,
V00,,,,,,,,,,,,,,
V01,,,,,,,,,,,,,,
V02,,,,,,,,,,,,,,
V04,,01.040.49,,,,,,,,,,,,
V05,,,,,,,,,,,,,,
V06,,,,,,,,,,,,,,
V07,,,,,,,,,,,,,,
V08,,,,,,,,,,,,,,
V09,,,,,,,,,,,,,,
V10/19,,49.025,49.025.50,49.025.60,49.025.99,49.040,,,,,,,,
V10,,49.025.01,,,,,,,,,,,,
V11,,49.025.05,49.025.10,49.025.15,49.025.20,49.025.30,,,,,,,,
V13,,49.025.40,,,,,,,,,,,,
V15,,,,,,,,,,,,,,
V16,,,,,,,,,,,,,,
V18,,,,,,,,,,,,,,
V20/29,,49.035,,,,,,,,,,,,
V20,,49.030,49.030.01,49.030.20,49.030.10,49.030.40,49.030.30,49.030.50,49.030.60,49.030.99,,,,
V21,,,,,,,,,,,,,,
V22,,49.045,,,,,,,,,,,,
V23,,,,,,,,,,,,,,
V25,,,,,,,,,,,,,,
V26,,,,,,,,,,,,,,
V27,,,,,,,,,,,,,,
V28,,,,,,,,,,,,,,
V29,,,,,,,,,,,,,,
V30/34,,49.050,,,,,,,,,,,,
V30,,,,,,,,,,,,,,
V31,,,,,,,,,,,,,,
V32,,,,,,,,,,,,,,
V35/49,,,,,,,,,,,,,,
V35,,,,,,,,,,,,,,
V36,,,,,,,,,,,,,,
V37,,,,,,,,,,,,,,
V38,,,,,,,,,,,,,,
V39,,49.080,,,,,,,,,,,,
V40,,49.060,,,,,,,,,,,,
V41,,,,,,,,,,,,,,
V42,,,,,,,,,,,,,,
V43,,,,,,,,,,,,,,
V44,,,,,,,,,,,,,,
V45,,49.090,,,,,,,,,,,,
V46,,,,,,,,,,,,,,
V47,,,,,,,,,,,,,,
V50/59,,,,,,,,,,,,,,
V50,,03.220.50,,,,,,,,,,,,
V51,,49.095,,,,,,,,,,,,
V52,,49.120,,,,,,,,,,,,
V53,,,,,,,,,,,,,,
V54,,,,,,,,,,,,,,
V55,,,,,,,,,,,,,,
V56,,49.100,,,,,,,,,,,,
V57,,,,,,,,,,,,,,
V58,,,,,,,,,,,,,,
V59,,,,,,,,,,,,,,
V70/79,,49.140,,,,,,,,,,,,
V70,,,,,,,,,,,,,,
V71,,,,,,,,,,,,,,
V72,,,,,,,,,,,,,,
V73,,,,,,,,,,,,,,
V74,,,,,,,,,,,,,,
V75,,,,,,,,,,,,,,
V76,,,,,,,,,,,,,,
V80/89,,,,,,,,,,,,,,
V80,,,,,,,,,,,,,,
V81,,,,,,,,,,,,,,
V82,,,,,,,,,,,,,,
V83,,,,,,,,,,,,,,
V84,,,,,,,,,,,,,,
V85,,,,,,,,,,,,,,
V86,,,,,,,,,,,,,,
V90/99,,,,,,,,,,,,,,
V90,,,,,,,,,,,,,,
V91,,,,,,,,,,,,,,
V92,,,,,,,,,,,,,,
V93,,,,,,,,,,,,,,
V94,,,,,,,,,,,,,,
V95,,,,,,,,,,,,,,
V96,,,,,,,,,,,,,,
V97,,,,,,,,,,,,,,
W,,59,,,,,,,,,,,,
W00/09,,59.060,59.060.01,59.040,,,,,,,,,,
W00,,,,,,,,,,,,,,
W01,,,,,,,,,,,,,,
W02,,,,,,,,,,,,,,
W04,,01.040.59,59.060.10,59.060.99,,,,,,,,,,
W05,,59.020,,,,,,,,,,,,
W06,,,,,,,,,,,,,,
W07,,,,,,,,,,,,,,
W08,,,,,,,,,,,,,,
W09,,,,,,,,,,,,,,
W10/19,,,,,,,,,,,,,,
W10,,,,,,,,,,,,,,
W11,,,,,,,,,,,,,,
W12,,59.080.20,,,,,,,,,,,,
W13,,,,,,,,,,,,,,
W20/29,,,,,,,,,,,,,,
W20,,,,,,,,,,,,,,
W21,,,,,,,,,,,,,,
W22,,,,,,,,,,,,,,
W23,,,,,,,,,,,,,,
W27,,59.060.30,,,,,,,,,,,,
W30/39,,,,,,,,,,,,,,
W30,,,,,,,,,,,,,,
W31,,,,,,,,,,,,,,
W32,,,,,,,,,,,,,,
W33,,55.080,,,,,,,,,,,,
W40/49,,,,,,,,,,,,,,
W40,,,,,,,,,,,,,,
W41,,,,,,,,,,,,,,
W42,,,,,,,,,,,,,,
W43,,,,,,,,,,,,,,
W50/54,,59.060.20,59.100,59.100.01,59.100.99,,,,,,,,,
W50,,,,,,,,,,,,,,
W51,,,,,,,,,,,,,,
W52,,59.100.30,,,,,,,,,,,,
W55/59,,59.080.30,59.080.40,59.080,59.080.99,,,,,,,,,
W55,,59.080.01,,,,,,,,,,,,
W56,,59.080.60,,,,,,,,,,,,
W57,,,,,,,,,,,,,,
W58,,59.080.50,,,,,,,,,,,,
W59,,59.080.70,,,,,,,,,,,,
W60/69,,,,,,,,,,,,,,
W60,,,,,,,,,,,,,,
W61,,,,,,,,,,,,,,
W62,,,,,,,,,,,,,,
W63,,,,,,,,,,,,,,
W70/79,,,,,,,,,,,,,,
W70,,,,,,,,,,,,,,
W71,,,,,,,,,,,,,,
W72,,,,,,,,,,,,,,
W73,,,,,,,,,,,,,,
W74,,,,,,,,,,,,,,
W76,,,,,,,,,,,,,,
W77,,,,,,,,,,,,,,
W90/99,,59.120,59.120.99,,,,,,,,,,,
W90,,59.120.01,,,,,,,,,,,,
W91,,,,,,,,,,,,,,
W92,,,,,,,,,,,,,,
W93,,59.120.10,59.120.20,,,,,,,,,,,
W94,,59.120.30,,,,,,,,,,,,
W95,,59.120.50,,,,,,,,,,,,
W96,,59.120.40,,,,,,,,,,,,
W97,,,,,,,,,,,,,,
W98,,,,,,,,,,,,,,
X,,67,67.020,,,,,,,,,,,
X00/09,,67.040,,,,,,,,,,,,
X00,,,,,,,,,,,,,,
X01,,,,,,,,,,,,,,
X02,,,,,,,,,,,,,,
X04,,01.040.67,07.100.30,67.050,67.240,,,,,,,,,
X07,,,,,,,,,,,,,,
X08,,67.250,,,,,,,,,,,,
X09,,,,,,,,,,,,,,
X10/29,,,,,,,,,,,,,,
X10,,,,,,,,,,,,,,
X11,,67.060,67.180.20,,,,,,,,,,,
X14,,67.200,67.200.10,67.200.20,,,,,,,,,,
X16,,67.100,67.100.01,67.100.10,67.100.20,67.100.30,67.100.40,67.100.99,,,,,,
X18,,67.120.20,,,,,,,,,,,,
X20,,67.120.30,,,,,,,,,,,,
X22,,67.120,67.120.01,67.120.10,67.120.99,,,,,,,,,
X24,,67.080.10,,,,,,,,,,,,
X26,,67.080,67.080.01,67.080.20,,,,,,,,,,
X28,,,,,,,,,,,,,,
X30/34,,67.180,67.180.10,,,,,,,,,,,
X30,,,,,,,,,,,,,,
X31,,,,,,,,,,,,,,
X33,,67.190,,,,,,,,,,,,
X34,,,,,,,,,,,,,,
X35/39,,,,,,,,,,,,,,
X35,,,,,,,,,,,,,,
X37,,,,,,,,,,,,,,
X38,,,,,,,,,,,,,,
X40/49,,67.220,,,,,,,,,,,,
X40,,67.220.10,67.220.20,,,,,,,,,,,
X41,,,,,,,,,,,,,,
X42,,,,,,,,,,,,,,
X44,,,,,,,,,,,,,,
X46,,,,,,,,,,,,,,
X50/59,,67.140,67.160,,,,,,,,,,,
X50,,67.140.30,67.140.20,67.160.01,67.160.20,,,,,,,,,
X51,,,,,,,,,,,,,,
X53,,67.140.10,,,,,,,,,,,,
X55,,,,,,,,,,,,,,
X60/69,,67.160.10,,,,,,,,,,,,
X60,,,,,,,,,,,,,,
X61,,,,,,,,,,,,,,
X62,,,,,,,,,,,,,,
X63,,,,,,,,,,,,,,
X66,,,,,,,,,,,,,,
X69,,,,,,,,,,,,,,
X70/79,,67.230,,,,,,,,,,,,
X70,,,,,,,,,,,,,,
X71,,,,,,,,,,,,,,
X72,,,,,,,,,,,,,,
X73,,,,,,,,,,,,,,
X74,,,,,,,,,,,,,,
X77,,,,,,,,,,,,,,
X79,,,,,,,,,,,,,,
X80/84,,,,,,,,,,,,,,
X80,,,,,,,,,,,,,,
X81,,,,,,,,,,,,,,
X82,,,,,,,,,,,,,,
X83,,,,,,,,,,,,,,
X85/89,,65.160,,,,,,,,,,,,
X85,,,,,,,,,,,,,,
X86,,,,,,,,,,,,,,
X87,,,,,,,,,,,,,,
X89,,,,,,,,,,,,,,
X90/99,,67.260,,,,,,,,,,,,
X90,,,,,,,,,,,,,,
X91,,,,,,,,,,,,,,
X92,,,,,,,,,,,,,,
X93,,,,,,,,,,,,,,
X94,,,,,,,,,,,,,,
X95,,,,,,,,,,,,,,
X96,,,,,,,,,,,,,,
X99,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,
Y00/09,,,,,,,,,,,,,,
Y00,,,,,,,,,,,,,,
Y01,,,,,,,,,,,,,,
Y02,,,,,,,,,,,,,,
Y04,,,,,,,,,,,,,,
Y07,,,,,,,,,,,,,,
Y08,,,,,,,,,,,,,,
Y09,,,,,,,,,,,,,,
Y10/19,,39.020,,,,,,,,,,,,
Y11,,39.040,39.040.01,39.040.10,39.040.20,39.040.99,,,,,,,,
Y14,,11.180,43.150,,,,,,,,,,,
Y17,,61.080,,,,,,,,,,,,
Y20/29,,55.100,55.120,55.130,55.140,97.150,,,,,,,,
Y20,,,,,,,,,,,,,,
Y22,,,,,,,,,,,,,,
Y24,,,,,,,,,,,,,,
Y26,,,,,,,,,,,,,,
Y28,,,,,,,,,,,,,,
Y30/39,,85,,,,,,,,,,,,
Y30,,01.040.85,85.020,,,,,,,,,,,
Y31,,85.040,,,,,,,,,,,,
Y32,,85.060,,,,,,,,,,,,
Y33,,85.080,,,,,,,,,,,,
Y39,,,,,,,,,,,,,,
Y40/44,,,,,,,,,,,,,,
Y40,,,,,,,,,,,,,,
Y41,,71.100.60,,,,,,,,,,,,
Y42,,71.100.70,,,,,,,,,,,,
Y43,,,,,,,,,,,,,,
Y44,,,,,,,,,,,,,,
Y45/49,,59.140,,,,,,,,,,,,
Y45,,59.140.01,59.140.10,59.140.99,,,,,,,,,,
Y46,,59.140.20,59.140.30,,,,,,,,,,,
Y47,,,,,,,,,,,,,,
Y48,,59.140.35,,,,,,,,,,,,
Y49,,,,,,,,,,,,,,
Y50/59,,97.200,97.200.01,97.200.10,97.200.99,,,,,,,,,
Y50,,01.100.40,,,,,,,,,,,,
Y51,,,,,,,,,,,,,,
Y52,,,,,,,,,,,,,,
Y53,,,,,,,,,,,,,,
Y54,,35.260,,,,,,,,,,,,
Y55,,97.200.30,97.200.40,97.220,97.220.01,97.220.30,97.220.10,97.220.20,97.220.40,97.220.99,,,,
Y56,,,,,,,,,,,,,,
Y57,,97.190,97.200.50,,,,,,,,,,,
Y58,,97.200.20,,,,,,,,,,,,
Y60/69,,01.040.97,13.120,97.020,97.030,97,97.130.10,,,,,,,
Y60,,,,,,,,,,,,,,
Y61,,97.040.30,,,,,,,,,,,,
Y62,,97.040.40,97.060,97.080,,,,,,,,,,
Y63,,97.100.10,,,,,,,,,,,,
Y64,,97.170,,,,,,,,,,,,
Y68,,97.040,97.040.01,97.040.10,97.040.50,97.040.60,97.040.99,97.040.20,,,,,,
Y69,,97.120,97.180,,,,,,,,,,,
Y70/74,,97.145,,,,,,,,,,,,
Y70,,,,,,,,,,,,,,
Y71,,,,,,,,,,,,,,
Y72,,,,,,,,,,,,,,
Y73,,,,,,,,,,,,,,
Y75/79,,61,97.160,,,,,,,,,,,
Y75,,01.040.61,,,,,,,,,,,,
Y76,,61.020,,,,,,,,,,,,
Y77,,61.040,,,,,,,,,,,,
Y78,,61.060,,,,,,,,,,,,
Y80/84,,97.140,,,,,,,,,,,,
Y80,,,,,,,,,,,,,,
Y81,,,,,,,,,,,,,,
Y82,,,,,,,,,,,,,,
Y85/89,,97.195,,,,,,,,,,,,
Y85,,,,,,,,,,,,,,
Y87,,,,,,,,,,,,,,
Y88,,01.040.39,39,39.060,,,,,,,,,,
Y89,,,,,,,,,,,,,,
Y90/99,,,,,,,,,,,,,,
Y90,,,,,,,,,,,,,,
Y91,,85.100,,,,,,,,,,,,
Y92,,,,,,,,,,,,,,
Y93,,,,,,,,,,,,,,
Y94,,59.140.40,,,,,,,,,,,,
Y96,,,,,,,,,,,,,,
Y97,,,,,,,,,,,,,,
Y99,,,,,,,,,,,,,,
Z,,13.030.50,13.030.99,,,,,,,,,,,
Z00/09,,01.040.13,13,13.020,13.020.01,13.020.70,13.020.99,13.020.60,,,,,,
Z00,,,,,,,,,,,,,,
Z01,,13.020.10,,,,,,,,,,,,
Z02,,13.020.20,,,,,,,,,,,,
Z04,,07.100.20,,,,,,,,,,,,
Z05,,13.020.40,,,,,,,,,,,,
Z06,,13.020.50,,,,,,,,,,,,
Z10/39,,,,,,,,,,,,,,
Z10,,,,,,,,,,,,,,
Z11,,13.040,13.040.01,13.040.20,13.040.30,13.040.99,,,,,,,,
Z12,,13.060.50,13.060.60,13.060.70,13.060.99,,,,,,,,,
Z13,,,,,,,,,,,,,,
Z15,,,,,,,,,,,,,,
Z16,,,,,,,,,,,,,,
Z17,,,,,,,,,,,,,,
Z18,,13.080,13.080.01,13.080.10,13.080.20,13.080.30,13.080.40,13.080.99,,,,,,
Z19,,,,,,,,,,,,,,
Z20,,,,,,,,,,,,,,
Z22,,,,,,,,,,,,,,
Z23,,13.060.30,,,,,,,,,,,,
Z25,,,,,,,,,,,,,,
Z27,,,,,,,,,,,,,,
Z29,,,,,,,,,,,,,,
Z30,,,,,,,,,,,,,,
Z32,,17.160,,,,,,,,,,,,
Z33,,13.030.30,,,,,,,,,,,,
Z50/59,,13.020.30,,,,,,,,,,,,
Z50,,13.060,13.060.01,13.060.10,,,,,,,,,,
Z51,,13.060.20,13.060.25,,,,,,,,,,,
Z52,,,,,,,,,,,,,,
Z53,,,,,,,,,,,,,,
Z54,,,,,,,,,,,,,,
Z58,,,,,,,,,,,,,,
Z59,,,,,,,,,,,,,,
Z60/79,,13.030,,,,,,,,,,,,
Z60,,13.030.20,13.030.01,13.030.40,13.040.40,,,,,,,,,
Z61,,,,,,,,,,,,,,
Z62,,,,,,,,,,,,,,
Z63,,,,,,,,,,,,,,
Z64,,13.040.50,,,,,,,,,,,,
Z66,,,,,,,,,,,,,,
Z67,,,,,,,,,,,,,,
Z68,,,,,,,,,,,,,,
Z70,,,,,,,,,,,,,,
Z71,,13.030.10,,,,,,,,,,,,
Z75,,,,,,,,,,,,,,
Z76,,,,,,,,,,,,,,
Z77,,,,,,,,,,,,,,
Z79,,,,,,,,,,,,,,
